_id,lng,lat,price,title,description,img_collection[0],img_collection[1],img_collection[2],img_collection[3],phone,address,catagory,features,uid,uName,uEmail,uPhone,createdAt,updatedAt,__v
64c393eefc06642f2440ff02,85.3465210664807,27.68417825328231,10000,AR Boys Hostel,"A R Boys Hostel located at Mithilamarg, Tinkune facilitates hostelers with the internet & free WIFI for study research purpose, 24-hour electricity, laundry services, attached washrooms and air conditioner.",http://localhost:8000/uploads/2023-07-28T10-09-50.925Z-ar1.png,,,,9846058299,"Siddhartha Cottage, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T10:09:50.930Z,2023-07-28T10:09:50.930Z,0
64c39627fc06642f2440ff0e,85.33783758600396,27.690616542547318,10000,Novelty Boys Hostel,"Novelty Boys Hostel prefer in making students do, rather then suggesting them. It makes student take part in different activities through inspiring them, and through facilitating them.",http://localhost:8000/uploads/2023-07-28T10-19-19.555Z-2021-03-11.jpg,,,,9813922718,"Republic Restaurant & Bar, New Baneshwor, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Security Guard,Parking Lot,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T10:19:19.561Z,2023-07-28T10:19:19.561Z,0
64c396dafc06642f2440ff12,85.32337887540865,27.705876361194285,9498,Mount Everest Boys Hostel,Meet people from all across Nepal while staying with us at Mount Everest Boys and Girls Hostel. Our hostel is a cost-effective alternative to expensive lodging. We guarantee that your stay will be unforgettable in this courteous environment,http://localhost:8000/uploads/2023-07-28T10-22-18.873Z-131246574_234371301408690_29436059984801046_n.jpg,,,,9851169318,"Putalisadak, Putalisadak, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T10:22:18.878Z,2023-07-28T10:22:18.878Z,0
64c397b0fc06642f2440ff15,85.3380718,27.6926211,9500,Happy Home Boys Hostel,"Happy Home Boys Hostel has a peace and family environment where you can get laundry service with a hostel warden to observe, this hostel has other facilities like the internet and free wifi and 24hour electricity. Happy Home Boys Hostel is situated in the New Baneshwor which comes under one of the largest residential areas of Kathmandu.",http://localhost:8000/uploads/2023-07-28T10-25-52.887Z-logo.jpg,,,,9825625687,"Devkota Sadak, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Wifi,Laundary,Parking Lot,Locker room,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T10:25:52.891Z,2023-07-28T10:25:52.891Z,0
64c3989afc06642f2440ff18,85.3504227,27.6991844,9500,Swarnim And Srijan Girls Hostel,"Happy Home Boys Hostel has a peace and family environment where you can get laundry service with a hostel warden to observe, this hostel has other facilities like the internet and free wifi and 24hour electricity. Happy Home Boys Hostel is situated in the New Baneshwor which comes under one of the largest residential areas of Kathmandu.",http://localhost:8000/uploads/2023-07-28T10-29-46.235Z-building.png,,,,14108635,"Sinamangal, Kathmandu, Bagmati, Nepal",Girls hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T10:29:46.240Z,2023-07-28T10:29:46.240Z,0
64c399c5fc06642f2440ff1b,85.32387594418685,27.700940084940612,11500,Sunrise Boys Hostel,"Sunrise Boys Hostel which is located at Bijulibajar, maybe the perfect place for those are searching hostels with updated facilities. It has a facilities like 24 hours electricity, free wifi access, free laundry and other more.\r\nRs.11500 - 4 Seater\r\nRs.12000 - 2/3 Seater\r\nRs.12500 - Attached Room",http://localhost:8000/uploads/2023-07-28T10-34-45.274Z-20220624_130806.jpg,,,,9849308994,"Baggikhana, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Parking Lot,Locker room,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T10:34:45.295Z,2023-07-28T10:34:45.295Z,0
64c39a98fc06642f2440ff1e,85.3275305,27.7054629,10000,Kamana Care Hostel,"Kamana Care Home located at Kalikasthan, Kathmandu provides homely environment along with 24 hours electricity, free wifi, hostel warden, and laundry facilities.",http://localhost:8000/uploads/2023-07-28T10-38-16.961Z-building.jpg,,,,9841050398,"Charkhal, Dillibazar, Kathmandu, Bagmati, Nepal",Girls hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T10:38:16.966Z,2023-07-28T10:38:16.966Z,0
64c39e42fc06642f2440ff2a,85.31936447234466,27.705502477281854,9500,Shrija Girls Hostel,"Shrija Girls Hostel hostel situated in New Plazza, Putalisadak is a peace, clean and a homely environment for the student.It emphasis on development of creative thoughts through peaceful environment.",http://localhost:8000/uploads/2023-07-28T10-53-54.821Z-building1.jpg,,,,9808275832,"Singhadurbar, Singhadurbar, Kathmandu, Bagmati, Nepal",Girls hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T10:53:54.830Z,2023-07-28T10:53:54.830Z,0
64c39ebffc06642f2440ff2d,85.3395719,27.7242166,9500,Sunrise Girls Hostel,"Sunrise Girls Hostel,located at dhumbarahi has a quality service at affordable price. It has an aim to serve students, rather then earning money.",http://localhost:8000/uploads/2023-07-28T10-55-59.522Z-building (1).jpg,,,,9852059135," Baluwatar-4, Gairidhara, Kathmandu, Bagmati, Nepal",Girls hostel,"24 hours electricity,Hot and Cold water,Wifi,Laundary,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T10:55:59.528Z,2023-07-28T10:55:59.528Z,0
64c39f5ffc06642f2440ff30,85.3408038630584,27.692629357728862,10000,Kathmandu Girl Hostel,"Kathmandu Girls Hostel, one of the hostel in Kathmandu located in New baneshwor, gains its popularity day by day as by servicing its students, providing required facilities and making them involve in different creative activities.",http://localhost:8000/uploads/2023-07-28T10-58-39.869Z-building1 (1).jpg,,,,9841504206,"New Baneshwor, Kathmandu, Bagmati, Nepal",Girls hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T10:58:39.875Z,2023-07-28T10:58:39.875Z,0
64c3a1b9fc06642f2440ff36,85.3456112960651,27.684622499653045,9500,Shree Laxmi Girls Hostel,"Shree laxmi Girls Hostel pay high attention to hygienic food, student friendly environment and entertainments. It has other facilities like hot and cold water according to the season, free wifi, celebrating festivals.",http://localhost:8000/uploads/2023-07-28T11-08-41.979Z-download.jpeg,,,,9851179784,"Kantipur Complex, Kathmandu, Bagmati, Nepal",Girls hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T11:08:41.984Z,2023-07-28T11:08:41.984Z,0
64c3a23bfc06642f2440ff39,85.34256754738936,27.687479908949086,9000,Everest Boys Hostel,"Mount Everest Boys Hostel - like its name, it highly thinks on servicing its student rather then earning money. It provides efficient facilities focusing on the student career, and development of skills.",http://localhost:8000/uploads/2023-07-28T11-10-51.073Z-building (2).jpg,,,,9851053679,"Santinagar, Santinagar, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T11:10:51.080Z,2023-07-28T11:10:51.080Z,0
64c3a314fc06642f2440ff3e,85.34580304980068,27.68314901849726,9500,Om Maha Laxmi Boys Hostel,"Om Maha Laxmi Boys Hostel offers affordable and comfortable living spaces to the students. Located in Subidhanagar, Tinkune which is close to many Schools, Colleges, Academic Institutes, Supermarkets, and Restaurants.",http://localhost:8000/uploads/2023-07-28T11-14-28.180Z-ommaha2.png,,,,9810574092,"Kwality Food Cafe, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T11:14:28.190Z,2023-07-28T11:14:28.190Z,0
64c3a3aefc06642f2440ff41,85.33597244883879,27.705841490019324,9500,Jharna Boys Hostel,"Jharna Boys Hostel offers you services like internet and wifi where there will be 24hours of electricity and a hostel warden to monitor the hostelers. This hostel is positioned in Maitidevi Chowk, Birendra Margha, Kathmandu.",http://localhost:8000/uploads/2023-07-28T11-17-02.358Z-jharna2.png,,,,9814980344,"Swacom Internatiinal Hospital, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T11:17:02.366Z,2023-07-28T11:17:02.366Z,0
64c3a45cfc06642f2440ff44,85.3292582,27.6872337,9500,Kamakhya Boys Hostel,"Kamakhya Boys Hostel is located at New Plazza Road, Putalisadak. The location is very convenient for the students. This hostel has all kinds of facilities like free Wi-Fi, a locker room, hot water, and 24-hour electricity.",http://localhost:8000/uploads/2023-07-28T11-19-56.926Z-kamakhya.png,,,,9825950188,"HAMS Hospital, Buddhanagar, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T11:19:56.933Z,2023-07-28T11:19:56.933Z,0
64c3a4eafc06642f2440ff47,85.30677365318923,27.720558952845323,9500,Bagmati Boys Hostel,"Bagmati Boys Hostel tends for a homely environment for students who are trying to acquire higher studies in Kathmandu. It is located at Naya Bajar, Golkupakha.",http://localhost:8000/uploads/2023-07-28T11-22-18.221Z-bagmati1.png,,,,9841588647,"Thamel, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T11:22:18.227Z,2023-07-28T11:22:18.227Z,0
64c3a5b8fc06642f2440ff4a,85.32786774087447,27.69377511724292,9500,Darpan Boys Hostel,"Darpan Boys Hostel located at Hanumansthan, Anamnagar has its own way of servicing the student. It pays attention in hygenic food, entertainment, hygenic environment and other more facilities.\r\n\r\n",http://localhost:8000/uploads/2023-07-28T11-25-44.347Z-building1 (2).jpg,,,,14442400," Anamnagar, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,CCTV,Security Guard",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T11:25:44.354Z,2023-07-28T11:25:44.354Z,0
64c3a6dcfc06642f2440ff57,85.3473242147162,27.67917232926017,10000,Unique Boys Hostel,"Unique Boys Hostel prefers in making students do, rather than suggest them. It makes students take part in different activities by inspiring them and facilitating them. It has 10 rooms of 3 seaters, 5 rooms of 2 seaters, and 1 single-seater room.",http://localhost:8000/uploads/2023-07-28T11-30-36.263Z-unique5.png,,,,9869553952,"Kwality Food Cafe, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,CCTV,Security Guard",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T11:30:36.271Z,2023-07-28T11:30:36.271Z,0
64c3a749fc06642f2440ff5a,85.32331454917829,27.705382785024923,10000,Hostel Times,"Times Boys Hostel, especially for boys, provides facilities and environment, that can get students involved in different creative and logical activities, which will lead to their coming future.",http://localhost:8000/uploads/2023-07-28T11-32-25.183Z-times1.png,,,,9851203844,"Putalisadak, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,CCTV,Security Guard",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T11:32:25.189Z,2023-07-28T11:32:25.189Z,0
64c3a7ccfc06642f2440ff5d,85.28230197013835,27.674993156183262,10000,Aayusha Girls Hostel,"Aayusha Girls Hostel is placed near Chundevi Temple, Kathmandu where you can get 24 hours electricity with free internet and wifi services, laundry facilities as well as proper guidance from the warden.",http://localhost:8000/uploads/2023-07-28T11-34-36.675Z-ayusha.png,,,,9812343079," Kirtipur, Bagmati, Nepal",Girls hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T11:34:36.682Z,2023-07-28T11:34:36.682Z,0
64c3a86efc06642f2440ff60,85.34074721576792,27.670741349355723,10000,Namaste Girls Hostel,Namaste Girls Hostel aims in succession of students goal as by advising and providing them the required engagement in particular field. It tries to fulfilling almost all the required facilities.,http://localhost:8000/uploads/2023-07-28T11-37-18.744Z-download (1).jpeg,,,,9851138188,"Nepal College of Information Technology, Balkumari, Lalitpur, Bagmati, Nepal",Girls hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T11:37:18.751Z,2023-07-28T11:37:18.751Z,0
64c3a8d2fc06642f2440ff63,85.33629693147344,27.69307478830308,9000,Kanya Chhatrabaas,"Kanya Chhatrabaas is for women who is looking for hostel with homely environment. It is located at New baneshwor near many colleges and institute. It has facilities like hygienic food, 24 hours electricity, free laundry services and many more.",http://localhost:8000/uploads/2023-07-28T11-38-58.607Z-k.jpg,,,,9841348322,"Pattern Fusion Lab, Panchakumari Marg, Devkota Sadak, Kathmandu, Bagmati, Nepal",Girls hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T11:38:58.613Z,2023-07-28T11:38:58.613Z,0
64c3aa1ffc06642f2440ff69,85.32196797357335,27.70519294610881,12000,Surya Binayak Boys Hostel,"Surya Binayak Boys Hostel, one of the known hostel in Kathmandu, located at Bagbazar with a facilities like 24 hours electricity, free WiFi access, free laundry and other more.",http://localhost:8000/uploads/2023-07-28T11-44-31.578Z-suryabinayak-guest-house.jpg,,,,9851128131,"Baghbazaar, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV,Balcony/Terrace,Halal Food ",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T11:44:31.583Z,2023-07-28T11:44:31.583Z,0
64c3aab8fc06642f2440ff6c,85.33868407952588,27.68501945283522,9500,Panchakanya Girls Hostel,"Panchakanya Girls Hostel, located in Minbhawan gives its priority in serving students rather then earning money.It focus on hygienic food, peaceful environment and entertainment.",http://localhost:8000/uploads/2023-07-28T11-47-04.415Z-logo.png,,,,14620475,"Civil Service Hospital, Kathmandu, Bagmati, Nepal",Girls hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T11:47:04.445Z,2023-07-28T11:47:04.445Z,0
64c3ab0efc06642f2440ff6f,85.32315,27.692272,9999,Goodone Boys Hostel,"Goodone Boys Hostel is located at Babarmahal. The location is very convenient for the students. This hostel has all kinds of facilities like free Wi-Fi, a locker room, hot water, and 24-hour electricity.",http://localhost:8000/uploads/2023-07-28T11-48-30.101Z-goodone3.png,,,,9813706557,"Babarmahal, Kathmandu, Bagmati, Nepal",Boys hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T11:48:30.108Z,2023-07-28T11:48:30.108Z,0
64c3ab69fc06642f2440ff72,85.33323226556047,27.684374924434067,10000,Srijana Girls Hostel,"Srijana Girls Hostel situated in Shankhamul, New Baneshwor is a peaceful, clean, and homely environment for the student. It emphasizes the development of creative thoughts through a peaceful environment. We are here for quality not quantity and homely ,friendly environment❣️. Prices : Starts from Rs.10000 up to Rs.12000.",http://localhost:8000/uploads/2023-07-28T11-50-01.856Z-sirjana9.png,,,,9860060126,"Shankhamul, Shankhamul, Kathmandu, Bagmati, Nepal",Girls hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T11:50:01.862Z,2023-07-28T11:50:01.862Z,0
64c3abe3fc06642f2440ff75,85.34064264058526,27.685096443086508,9500,Brighter Future Girls Hostel,"Brighter Future girl's hostel is one of the best hostel in baneshwor according to both facilities and monthly fees. This hostel is serving students and office workers very well for a long time. The hostel is especially good for its prime location, overall environment, Food & monthly fee.",http://localhost:8000/uploads/2023-07-28T11-52-03.393Z-brighter1.jpg,,,,9817375833,"Alok Nagar Marg, Minbhawan, Kathmandu, Bagmati, Nepal",Girls hostel,"24 hours electricity,Hot and Cold water,Laundary,Wifi,Locker room,Parking Lot,Security Guard,CCTV",64bd52dadb1d17cc33ae50f1,dhamisuraj,dhami@gmail.com,9860547079,2023-07-28T11:52:03.399Z,2023-07-28T11:52:03.399Z,0
